neighbourhood,room_type,minimum_nights,calculated_host_listings_count,availability_365,price
85.0,1.0,2.0,1.0,267.0,99
33.0,1.0,7.0,1.0,0.0,116
15.0,1.0,2.0,1.0,0.0,125
15.0,1.0,28.0,1.0,196.0,130
103.0,0.0,1.0,7.0,55.0,49
5.0,1.0,30.0,50.0,180.0,150
56.0,0.0,1.0,1.0,0.0,49
19.0,1.0,2.0,2.0,314.0,200
2.0,0.0,1.0,2.0,0.0,50
133.0,0.0,2.0,1.0,6.0,35
6.0,1.0,1.0,1.0,316.0,140
24.0,0.0,1.0,1.0,0.0,50
43.0,1.0,1.0,1.0,0.0,450
21.0,0.0,1.0,1.0,0.0,50
126.0,1.0,1.0,1.0,236.0,150
12.0,1.0,2.0,1.0,0.0,100
48.0,1.0,30.0,232.0,333.0,306
2.0,1.0,1.0,2.0,170.0,155
70.0,0.0,1.0,1.0,166.0,50
22.0,2.0,4.0,3.0,334.0,25
21.0,0.0,14.0,1.0,0.0,35
12.0,1.0,3.0,2.0,0.0,180
22.0,1.0,3.0,1.0,0.0,120
10.0,1.0,2.0,1.0,0.0,120
6.0,0.0,2.0,1.0,0.0,85
9.0,0.0,3.0,1.0,5.0,85
38.0,2.0,1.0,2.0,0.0,47
6.0,0.0,7.0,3.0,243.0,50
22.0,1.0,1.0,1.0,0.0,110
2.0,0.0,2.0,3.0,154.0,16
14.0,1.0,30.0,232.0,310.0,334
28.0,1.0,5.0,1.0,0.0,200
8.0,0.0,6.0,1.0,180.0,89
21.0,1.0,2.0,1.0,237.0,124
11.0,1.0,1.0,1.0,0.0,250
12.0,1.0,2.0,1.0,0.0,450
2.0,0.0,3.0,3.0,359.0,160
6.0,0.0,1.0,2.0,8.0,58
44.0,0.0,1.0,1.0,165.0,55
2.0,0.0,1.0,1.0,0.0,45
13.0,0.0,5.0,1.0,250.0,99
33.0,1.0,3.0,1.0,0.0,115
1.0,1.0,30.0,121.0,352.0,239
95.0,1.0,4.0,2.0,145.0,130
4.0,1.0,1.0,1.0,0.0,113
70.0,0.0,3.0,13.0,365.0,54
15.0,0.0,2.0,1.0,0.0,55
12.0,0.0,2.0,1.0,36.0,69
6.0,1.0,3.0,1.0,18.0,120
12.0,0.0,12.0,1.0,0.0,54
20.0,0.0,1.0,33.0,365.0,119
16.0,0.0,1.0,1.0,0.0,300
84.0,1.0,1.0,1.0,357.0,125
12.0,0.0,3.0,1.0,59.0,95
38.0,0.0,1.0,1.0,0.0,60
6.0,0.0,5.0,1.0,0.0,55
75.0,2.0,1.0,1.0,89.0,40
19.0,1.0,2.0,1.0,0.0,125
12.0,0.0,1.0,1.0,0.0,55
8.0,1.0,1.0,1.0,0.0,180
81.0,0.0,2.0,6.0,340.0,149
56.0,0.0,2.0,2.0,179.0,40
18.0,0.0,1.0,1.0,1.0,50
28.0,1.0,7.0,1.0,25.0,150
5.0,1.0,29.0,327.0,363.0,192
88.0,0.0,7.0,1.0,357.0,41
8.0,1.0,30.0,65.0,364.0,220
20.0,1.0,2.0,1.0,145.0,99
2.0,0.0,2.0,1.0,19.0,103
6.0,0.0,1.0,1.0,21.0,62
21.0,0.0,3.0,2.0,46.0,77
22.0,0.0,1.0,1.0,0.0,75
29.0,1.0,3.0,1.0,18.0,150
23.0,1.0,1.0,1.0,246.0,154
7.0,0.0,1.0,2.0,0.0,110
25.0,1.0,7.0,1.0,0.0,85
56.0,1.0,1.0,1.0,0.0,125
43.0,1.0,15.0,1.0,0.0,110
22.0,1.0,3.0,3.0,264.0,150
115.0,0.0,1.0,2.0,358.0,64
144.0,2.0,1.0,1.0,83.0,55
77.0,1.0,1.0,3.0,38.0,1000
21.0,0.0,30.0,17.0,336.0,55
18.0,0.0,3.0,8.0,255.0,90
6.0,1.0,3.0,1.0,147.0,130
158.0,0.0,2.0,5.0,348.0,55
7.0,1.0,30.0,2.0,335.0,130
9.0,0.0,2.0,1.0,0.0,60
37.0,1.0,2.0,3.0,313.0,105
49.0,1.0,3.0,1.0,89.0,390
6.0,0.0,2.0,3.0,117.0,39
8.0,1.0,2.0,1.0,18.0,180
43.0,1.0,29.0,327.0,345.0,100
14.0,1.0,3.0,1.0,169.0,223
12.0,0.0,4.0,4.0,8.0,50
21.0,1.0,2.0,1.0,127.0,159
7.0,0.0,5.0,1.0,0.0,100
12.0,0.0,1.0,1.0,0.0,80
28.0,1.0,3.0,1.0,0.0,175
14.0,0.0,2.0,1.0,11.0,75
12.0,0.0,2.0,2.0,342.0,75
56.0,1.0,2.0,1.0,115.0,120
56.0,0.0,2.0,1.0,249.0,97
24.0,1.0,3.0,2.0,241.0,150
28.0,1.0,5.0,1.0,0.0,117
12.0,1.0,3.0,1.0,35.0,150
6.0,1.0,3.0,1.0,41.0,85
19.0,1.0,4.0,1.0,0.0,129
27.0,0.0,1.0,4.0,89.0,120
4.0,0.0,30.0,4.0,153.0,44
2.0,0.0,30.0,1.0,90.0,110
12.0,0.0,1.0,1.0,109.0,75
19.0,1.0,4.0,1.0,121.0,148
1.0,0.0,2.0,2.0,2.0,600
8.0,1.0,2.0,1.0,0.0,250
15.0,1.0,2.0,1.0,147.0,85
12.0,1.0,2.0,1.0,335.0,160
13.0,1.0,2.0,1.0,42.0,120
14.0,1.0,3.0,1.0,0.0,400
21.0,2.0,1.0,7.0,82.0,25
19.0,0.0,3.0,1.0,9.0,85
2.0,1.0,2.0,1.0,0.0,75
12.0,0.0,30.0,5.0,333.0,58
80.0,1.0,1.0,1.0,0.0,110
8.0,0.0,3.0,1.0,24.0,380
21.0,0.0,2.0,1.0,0.0,40
19.0,1.0,30.0,4.0,213.0,120
12.0,1.0,7.0,1.0,146.0,200
160.0,2.0,4.0,7.0,365.0,30
173.0,1.0,1.0,1.0,1.0,80
21.0,0.0,2.0,1.0,1.0,45
21.0,0.0,2.0,1.0,0.0,80
1.0,0.0,2.0,1.0,1.0,175
1.0,1.0,1.0,1.0,0.0,120
3.0,1.0,1.0,4.0,331.0,175
36.0,1.0,31.0,1.0,288.0,190
16.0,1.0,365.0,1.0,365.0,100
30.0,1.0,1.0,3.0,352.0,235
7.0,1.0,30.0,31.0,195.0,166
12.0,0.0,3.0,1.0,101.0,75
19.0,1.0,3.0,1.0,0.0,200
6.0,0.0,1.0,4.0,335.0,40
11.0,1.0,80.0,2.0,78.0,250
52.0,1.0,2.0,1.0,0.0,103
1.0,1.0,30.0,232.0,311.0,334
6.0,0.0,30.0,5.0,221.0,43
17.0,1.0,1.0,2.0,11.0,100
44.0,0.0,1.0,7.0,45.0,50
7.0,0.0,2.0,1.0,358.0,90
2.0,1.0,2.0,1.0,0.0,102
11.0,1.0,3.0,1.0,164.0,179
19.0,1.0,2.0,3.0,69.0,152
2.0,0.0,3.0,1.0,10.0,45
33.0,1.0,2.0,1.0,0.0,225
1.0,1.0,4.0,2.0,242.0,239
5.0,1.0,30.0,5.0,311.0,310
19.0,1.0,5.0,1.0,0.0,100
8.0,0.0,5.0,1.0,0.0,69
8.0,0.0,90.0,1.0,193.0,55
37.0,0.0,1.0,5.0,85.0,82
56.0,0.0,1.0,1.0,349.0,69
1.0,1.0,2.0,1.0,0.0,550
12.0,1.0,4.0,1.0,0.0,219
38.0,0.0,1.0,1.0,0.0,57
28.0,1.0,2.0,1.0,0.0,130
21.0,1.0,1.0,1.0,0.0,200
15.0,0.0,1.0,1.0,0.0,75
24.0,0.0,3.0,1.0,0.0,60
86.0,1.0,1.0,3.0,12.0,60
28.0,0.0,1.0,2.0,0.0,60
33.0,1.0,2.0,1.0,53.0,150
30.0,0.0,2.0,1.0,0.0,30
22.0,1.0,3.0,1.0,33.0,130
51.0,0.0,1.0,1.0,0.0,99
30.0,0.0,1.0,1.0,49.0,40
20.0,1.0,3.0,1.0,54.0,176
121.0,1.0,2.0,1.0,361.0,160
25.0,1.0,4.0,1.0,0.0,85
13.0,1.0,5.0,1.0,2.0,130
56.0,1.0,4.0,1.0,351.0,180
8.0,1.0,5.0,1.0,0.0,175
0.0,1.0,2.0,1.0,58.0,250
107.0,0.0,1.0,1.0,61.0,50
21.0,0.0,1.0,1.0,0.0,80
9.0,0.0,14.0,1.0,28.0,95
1.0,1.0,4.0,1.0,323.0,189
2.0,1.0,30.0,1.0,7.0,85
19.0,1.0,2.0,1.0,0.0,179
6.0,0.0,5.0,1.0,0.0,50
79.0,0.0,1.0,3.0,365.0,150
6.0,0.0,3.0,1.0,60.0,63
6.0,0.0,3.0,3.0,59.0,62
52.0,1.0,1.0,1.0,0.0,108
8.0,1.0,5.0,1.0,12.0,199
52.0,0.0,2.0,1.0,0.0,75
19.0,1.0,1.0,1.0,170.0,159
99.0,0.0,1.0,2.0,0.0,125
7.0,1.0,6.0,2.0,236.0,350
11.0,1.0,3.0,1.0,180.0,220
6.0,0.0,7.0,1.0,0.0,45
83.0,0.0,30.0,1.0,88.0,200
159.0,1.0,1.0,1.0,0.0,51
4.0,0.0,2.0,3.0,88.0,99
2.0,0.0,1.0,2.0,105.0,40
49.0,1.0,2.0,1.0,363.0,200
46.0,1.0,3.0,1.0,44.0,120
6.0,0.0,7.0,1.0,0.0,37
4.0,0.0,1.0,2.0,0.0,165
28.0,2.0,1.0,2.0,0.0,75
12.0,1.0,5.0,1.0,188.0,120
68.0,0.0,2.0,1.0,18.0,85
19.0,1.0,2.0,1.0,0.0,245
20.0,1.0,1.0,2.0,0.0,83
6.0,0.0,1.0,1.0,5.0,125
30.0,0.0,4.0,2.0,0.0,65
48.0,1.0,1.0,1.0,75.0,649
103.0,0.0,1.0,1.0,147.0,80
45.0,0.0,3.0,2.0,18.0,55
101.0,0.0,1.0,1.0,0.0,100
37.0,0.0,1.0,8.0,67.0,60
2.0,0.0,2.0,1.0,188.0,70
121.0,0.0,2.0,1.0,0.0,69
6.0,0.0,2.0,1.0,0.0,45
28.0,0.0,1.0,2.0,287.0,105
6.0,0.0,1.0,1.0,0.0,55
22.0,0.0,3.0,1.0,186.0,39
6.0,0.0,1.0,1.0,0.0,50
96.0,1.0,4.0,1.0,6.0,150
22.0,1.0,3.0,1.0,0.0,97
6.0,0.0,1.0,7.0,136.0,130
28.0,1.0,14.0,3.0,340.0,225
21.0,1.0,3.0,2.0,229.0,140
37.0,1.0,6.0,7.0,174.0,298
46.0,0.0,1.0,2.0,250.0,45
2.0,0.0,2.0,1.0,0.0,36
52.0,1.0,1.0,1.0,0.0,225
24.0,1.0,5.0,1.0,0.0,100
15.0,1.0,2.0,1.0,220.0,160
7.0,1.0,45.0,12.0,345.0,160
21.0,0.0,3.0,1.0,0.0,45
47.0,1.0,7.0,2.0,363.0,250
12.0,0.0,6.0,1.0,4.0,69
28.0,0.0,4.0,1.0,31.0,120
8.0,0.0,2.0,1.0,0.0,175
68.0,1.0,1.0,1.0,72.0,199
22.0,1.0,3.0,1.0,0.0,80
22.0,1.0,1.0,1.0,0.0,155
94.0,0.0,2.0,3.0,171.0,60
6.0,0.0,3.0,1.0,0.0,46
21.0,1.0,2.0,3.0,360.0,275
6.0,0.0,2.0,1.0,0.0,55
6.0,1.0,30.0,1.0,126.0,88
25.0,1.0,6.0,4.0,346.0,120
43.0,1.0,3.0,1.0,0.0,235
28.0,1.0,3.0,1.0,61.0,150
31.0,0.0,30.0,37.0,1.0,55
28.0,0.0,1.0,2.0,62.0,111
7.0,1.0,1.0,1.0,186.0,129
2.0,0.0,2.0,1.0,0.0,75
16.0,1.0,9.0,1.0,251.0,250
6.0,0.0,3.0,2.0,342.0,45
25.0,1.0,1.0,1.0,0.0,175
1.0,1.0,7.0,1.0,0.0,200
3.0,1.0,3.0,1.0,31.0,125
30.0,0.0,2.0,1.0,0.0,44
37.0,0.0,1.0,4.0,85.0,54
6.0,1.0,1.0,5.0,48.0,104
20.0,1.0,2.0,1.0,0.0,117
6.0,1.0,3.0,2.0,264.0,83
21.0,1.0,2.0,2.0,0.0,150
12.0,1.0,3.0,1.0,38.0,180
21.0,0.0,2.0,2.0,40.0,45
4.0,0.0,2.0,1.0,166.0,75
43.0,1.0,5.0,1.0,208.0,230
6.0,0.0,2.0,1.0,0.0,39
54.0,1.0,4.0,1.0,13.0,199
26.0,1.0,30.0,91.0,317.0,117
19.0,1.0,3.0,1.0,0.0,198
1.0,1.0,30.0,1.0,161.0,206
6.0,0.0,2.0,1.0,159.0,80
22.0,1.0,7.0,1.0,0.0,75
20.0,1.0,1.0,1.0,0.0,185
14.0,1.0,5.0,1.0,0.0,156
4.0,0.0,6.0,1.0,0.0,85
82.0,0.0,1.0,5.0,283.0,65
32.0,1.0,3.0,1.0,225.0,585
4.0,1.0,3.0,1.0,159.0,249
28.0,1.0,30.0,15.0,270.0,99
56.0,0.0,5.0,1.0,83.0,90
12.0,1.0,4.0,1.0,0.0,150
25.0,0.0,15.0,2.0,259.0,79
19.0,0.0,2.0,1.0,0.0,100
21.0,0.0,2.0,1.0,0.0,82
5.0,1.0,30.0,50.0,358.0,367
43.0,0.0,7.0,13.0,365.0,169
8.0,1.0,3.0,1.0,197.0,120
12.0,1.0,3.0,2.0,242.0,180
23.0,0.0,1.0,3.0,79.0,65
22.0,0.0,1.0,1.0,0.0,40
6.0,0.0,1.0,3.0,20.0,55
12.0,0.0,2.0,2.0,64.0,89
12.0,0.0,2.0,2.0,14.0,60
81.0,0.0,2.0,1.0,0.0,60
19.0,0.0,2.0,1.0,89.0,110
13.0,0.0,2.0,2.0,3.0,70
19.0,0.0,2.0,1.0,0.0,80
6.0,1.0,7.0,2.0,179.0,200
6.0,1.0,2.0,1.0,24.0,75
54.0,2.0,1.0,2.0,365.0,50
8.0,0.0,2.0,2.0,154.0,130
6.0,1.0,3.0,1.0,42.0,150
11.0,1.0,2.0,1.0,0.0,300
101.0,1.0,28.0,1.0,47.0,91
23.0,1.0,2.0,1.0,67.0,120
11.0,1.0,3.0,1.0,22.0,495
1.0,1.0,30.0,96.0,189.0,156
7.0,1.0,2.0,1.0,140.0,200
24.0,1.0,7.0,2.0,82.0,190
14.0,1.0,2.0,1.0,128.0,215
7.0,0.0,1.0,5.0,0.0,110
1.0,1.0,4.0,1.0,0.0,750
4.0,1.0,1.0,5.0,83.0,165
28.0,1.0,2.0,1.0,0.0,299
33.0,1.0,2.0,1.0,0.0,55
12.0,0.0,1.0,1.0,0.0,55
8.0,0.0,1.0,1.0,365.0,1350
2.0,0.0,2.0,2.0,0.0,44
8.0,1.0,5.0,1.0,0.0,250
4.0,1.0,2.0,1.0,0.0,110
43.0,1.0,30.0,1.0,174.0,195
65.0,0.0,2.0,1.0,70.0,80
1.0,0.0,3.0,2.0,87.0,349
54.0,0.0,1.0,3.0,365.0,35
6.0,1.0,2.0,3.0,37.0,170
15.0,0.0,2.0,1.0,320.0,61
12.0,1.0,1.0,1.0,0.0,189
19.0,0.0,1.0,1.0,0.0,100
28.0,1.0,1.0,1.0,0.0,118
19.0,0.0,3.0,1.0,0.0,90
21.0,0.0,2.0,2.0,125.0,42
7.0,2.0,1.0,1.0,0.0,10
129.0,0.0,3.0,9.0,358.0,89
79.0,0.0,5.0,4.0,0.0,39
37.0,1.0,1.0,2.0,0.0,89
1.0,1.0,2.0,1.0,263.0,750
21.0,0.0,2.0,2.0,0.0,50
12.0,0.0,7.0,1.0,259.0,55
20.0,1.0,30.0,1.0,104.0,110
82.0,1.0,3.0,1.0,0.0,99
152.0,0.0,5.0,2.0,365.0,100
43.0,1.0,2.0,327.0,355.0,229
111.0,2.0,5.0,8.0,365.0,31
1.0,1.0,2.0,1.0,0.0,199
11.0,0.0,1.0,1.0,0.0,100
19.0,1.0,2.0,1.0,163.0,226
2.0,1.0,2.0,1.0,41.0,130
2.0,0.0,2.0,3.0,63.0,80
4.0,1.0,2.0,1.0,0.0,100
49.0,1.0,7.0,2.0,122.0,180
15.0,0.0,5.0,1.0,0.0,60
6.0,1.0,15.0,1.0,0.0,97
1.0,0.0,3.0,12.0,365.0,269
6.0,0.0,2.0,3.0,0.0,50
6.0,1.0,6.0,1.0,59.0,100
2.0,0.0,4.0,8.0,42.0,45
30.0,0.0,2.0,1.0,321.0,85
2.0,1.0,2.0,1.0,0.0,200
6.0,1.0,2.0,1.0,232.0,75
52.0,1.0,5.0,1.0,4.0,110
28.0,1.0,1.0,1.0,0.0,199
44.0,0.0,1.0,1.0,0.0,25
23.0,1.0,2.0,1.0,222.0,195
31.0,1.0,1.0,1.0,341.0,450
9.0,1.0,1.0,1.0,212.0,178
1.0,1.0,30.0,1.0,280.0,169
12.0,0.0,2.0,1.0,0.0,80
28.0,1.0,30.0,1.0,4.0,125
8.0,1.0,4.0,1.0,0.0,100
6.0,1.0,5.0,1.0,64.0,89
54.0,0.0,1.0,1.0,342.0,60
12.0,0.0,4.0,1.0,0.0,80
61.0,1.0,3.0,1.0,63.0,75
8.0,0.0,2.0,1.0,39.0,92
8.0,1.0,59.0,1.0,358.0,225
23.0,0.0,6.0,1.0,0.0,50
28.0,1.0,5.0,1.0,23.0,120
6.0,1.0,1.0,1.0,230.0,129
19.0,0.0,3.0,1.0,224.0,100
15.0,1.0,4.0,3.0,6.0,100
20.0,1.0,4.0,1.0,0.0,100
30.0,1.0,4.0,1.0,0.0,103
177.0,0.0,1.0,1.0,83.0,40
30.0,1.0,2.0,4.0,127.0,150
2.0,0.0,1.0,1.0,365.0,50
5.0,1.0,30.0,87.0,365.0,189
4.0,1.0,5.0,1.0,0.0,99
1.0,0.0,60.0,1.0,327.0,109
22.0,0.0,1.0,1.0,358.0,50
21.0,0.0,7.0,1.0,0.0,48
35.0,1.0,2.0,2.0,365.0,165
35.0,0.0,1.0,1.0,365.0,60
8.0,1.0,7.0,1.0,176.0,325
2.0,0.0,1.0,1.0,0.0,63
7.0,0.0,4.0,1.0,0.0,111
103.0,1.0,3.0,2.0,266.0,239
6.0,0.0,15.0,14.0,0.0,41
37.0,0.0,1.0,3.0,156.0,50
8.0,1.0,2.0,1.0,0.0,185
43.0,1.0,2.0,327.0,343.0,228
7.0,0.0,2.0,3.0,0.0,100
26.0,1.0,6.0,1.0,158.0,299
38.0,1.0,20.0,1.0,32.0,200
7.0,1.0,30.0,8.0,185.0,499
12.0,0.0,3.0,1.0,0.0,70
81.0,0.0,1.0,4.0,0.0,53
127.0,0.0,3.0,4.0,0.0,35
38.0,1.0,2.0,1.0,0.0,150
18.0,1.0,1.0,1.0,16.0,140
21.0,2.0,30.0,5.0,281.0,28
19.0,1.0,6.0,1.0,140.0,299
2.0,0.0,1.0,1.0,0.0,50
29.0,0.0,1.0,13.0,293.0,60
21.0,1.0,1.0,1.0,0.0,70
64.0,1.0,2.0,1.0,0.0,124
2.0,0.0,5.0,3.0,316.0,40
12.0,0.0,4.0,1.0,0.0,50
3.0,1.0,1.0,2.0,0.0,130
12.0,0.0,5.0,1.0,0.0,55
43.0,1.0,2.0,327.0,292.0,250
11.0,1.0,2.0,1.0,0.0,500
13.0,1.0,1.0,1.0,0.0,175
112.0,1.0,2.0,1.0,108.0,80
141.0,1.0,1.0,1.0,0.0,80
126.0,2.0,1.0,1.0,89.0,40
21.0,0.0,30.0,6.0,365.0,50
22.0,0.0,1.0,1.0,0.0,100
6.0,0.0,2.0,1.0,0.0,89
103.0,1.0,3.0,1.0,334.0,80
1.0,1.0,30.0,14.0,302.0,190
30.0,0.0,2.0,2.0,0.0,97
71.0,1.0,24.0,1.0,198.0,132
22.0,1.0,4.0,1.0,52.0,150
111.0,0.0,1.0,2.0,0.0,55
37.0,0.0,1.0,1.0,153.0,30
19.0,1.0,5.0,1.0,0.0,160
12.0,0.0,7.0,1.0,0.0,40
30.0,1.0,4.0,1.0,0.0,165
19.0,1.0,1.0,1.0,0.0,325
31.0,0.0,1.0,2.0,34.0,60
22.0,1.0,6.0,2.0,0.0,120
21.0,0.0,3.0,2.0,146.0,70
1.0,1.0,7.0,1.0,85.0,300
106.0,1.0,2.0,1.0,300.0,250
28.0,0.0,2.0,1.0,76.0,87
8.0,1.0,30.0,33.0,364.0,180
3.0,1.0,1.0,1.0,0.0,100
2.0,0.0,3.0,2.0,361.0,65
12.0,2.0,1.0,2.0,1.0,75
2.0,0.0,1.0,1.0,176.0,57
2.0,1.0,4.0,2.0,197.0,110
25.0,0.0,1.0,1.0,365.0,225
107.0,1.0,2.0,1.0,151.0,160
6.0,0.0,3.0,3.0,35.0,65
6.0,0.0,1.0,3.0,0.0,75
27.0,0.0,1.0,7.0,292.0,100
12.0,1.0,3.0,3.0,0.0,389
1.0,0.0,2.0,1.0,6.0,100
15.0,0.0,1.0,10.0,178.0,39
71.0,1.0,30.0,232.0,98.0,329
6.0,1.0,2.0,5.0,88.0,60
88.0,0.0,1.0,1.0,268.0,120
15.0,0.0,20.0,1.0,0.0,60
16.0,0.0,31.0,1.0,340.0,50
39.0,0.0,1.0,8.0,282.0,89
6.0,1.0,2.0,1.0,28.0,82
6.0,0.0,2.0,34.0,289.0,65
6.0,0.0,1.0,2.0,0.0,49
9.0,1.0,3.0,1.0,0.0,153
16.0,1.0,5.0,1.0,54.0,249
2.0,0.0,2.0,1.0,0.0,75
20.0,1.0,5.0,1.0,26.0,230
12.0,0.0,2.0,1.0,0.0,125
83.0,0.0,2.0,5.0,125.0,51
12.0,1.0,30.0,1.0,53.0,107
12.0,1.0,7.0,1.0,5.0,250
32.0,1.0,14.0,2.0,67.0,399
32.0,1.0,4.0,1.0,4.0,100
20.0,0.0,1.0,3.0,360.0,130
83.0,1.0,5.0,2.0,363.0,180
29.0,0.0,2.0,1.0,0.0,70
85.0,1.0,2.0,2.0,52.0,299
20.0,0.0,3.0,2.0,0.0,75
20.0,0.0,2.0,1.0,179.0,200
12.0,1.0,2.0,1.0,180.0,140
15.0,0.0,7.0,1.0,59.0,26
103.0,0.0,1.0,1.0,359.0,60
16.0,1.0,3.0,1.0,117.0,185
21.0,1.0,2.0,1.0,0.0,195
2.0,0.0,3.0,7.0,339.0,120
43.0,1.0,2.0,327.0,243.0,390
141.0,0.0,1.0,1.0,180.0,73
43.0,1.0,30.0,121.0,364.0,169
28.0,0.0,5.0,4.0,280.0,150
26.0,0.0,2.0,1.0,0.0,150
9.0,1.0,3.0,1.0,0.0,400
53.0,1.0,3.0,1.0,0.0,200
33.0,1.0,2.0,2.0,206.0,175
21.0,0.0,3.0,1.0,0.0,50
2.0,0.0,3.0,3.0,349.0,100
23.0,2.0,14.0,4.0,334.0,35
19.0,1.0,5.0,1.0,0.0,350
12.0,0.0,3.0,2.0,38.0,87
4.0,0.0,30.0,2.0,365.0,100
31.0,0.0,1.0,3.0,328.0,50
8.0,0.0,2.0,1.0,85.0,90
2.0,1.0,15.0,1.0,0.0,79
56.0,0.0,6.0,1.0,0.0,30
22.0,0.0,7.0,1.0,11.0,40
28.0,1.0,3.0,1.0,45.0,280
68.0,1.0,30.0,96.0,282.0,150
3.0,1.0,2.0,2.0,67.0,999
21.0,0.0,2.0,1.0,0.0,90
2.0,0.0,1.0,3.0,325.0,86
28.0,1.0,4.0,1.0,77.0,275
31.0,0.0,2.0,1.0,365.0,86
21.0,0.0,5.0,1.0,0.0,35
43.0,1.0,29.0,327.0,340.0,179
4.0,0.0,6.0,1.0,47.0,399
4.0,1.0,4.0,1.0,10.0,115
12.0,1.0,1.0,1.0,0.0,575
19.0,1.0,30.0,39.0,310.0,300
28.0,1.0,1.0,1.0,228.0,180
30.0,0.0,1.0,2.0,0.0,58
8.0,0.0,3.0,2.0,0.0,89
12.0,1.0,5.0,1.0,0.0,91
43.0,1.0,365.0,1.0,262.0,130
52.0,1.0,7.0,2.0,0.0,112
15.0,1.0,3.0,1.0,0.0,185
60.0,0.0,2.0,1.0,3.0,160
20.0,0.0,1.0,7.0,27.0,112
8.0,0.0,3.0,1.0,0.0,180
54.0,0.0,15.0,1.0,46.0,36
12.0,0.0,7.0,1.0,0.0,60
1.0,1.0,3.0,1.0,239.0,212
12.0,1.0,7.0,1.0,1.0,100
7.0,2.0,4.0,1.0,0.0,70
43.0,1.0,30.0,232.0,189.0,267
162.0,0.0,2.0,1.0,0.0,46
7.0,2.0,1.0,1.0,365.0,99
12.0,0.0,10.0,1.0,0.0,80
30.0,0.0,1.0,4.0,90.0,45
6.0,0.0,3.0,1.0,179.0,95
22.0,1.0,15.0,1.0,0.0,62
21.0,0.0,30.0,4.0,334.0,45
45.0,1.0,3.0,1.0,8.0,120
2.0,1.0,30.0,4.0,224.0,250
28.0,1.0,1.0,1.0,0.0,140
16.0,1.0,3.0,1.0,0.0,180
6.0,0.0,1.0,2.0,0.0,55
48.0,1.0,1.0,1.0,0.0,250
8.0,1.0,1.0,1.0,0.0,140
12.0,0.0,2.0,1.0,36.0,150
149.0,1.0,2.0,1.0,69.0,150
21.0,0.0,2.0,1.0,0.0,55
2.0,0.0,1.0,1.0,89.0,70
6.0,0.0,1.0,1.0,0.0,50
68.0,0.0,1.0,1.0,0.0,95
56.0,1.0,4.0,1.0,101.0,140
12.0,0.0,2.0,1.0,107.0,50
120.0,1.0,2.0,1.0,79.0,175
6.0,1.0,1.0,1.0,1.0,125
56.0,1.0,1.0,1.0,85.0,175
25.0,0.0,1.0,1.0,361.0,51
2.0,0.0,2.0,1.0,120.0,100
14.0,1.0,4.0,1.0,280.0,499
28.0,1.0,5.0,1.0,224.0,200
21.0,1.0,4.0,1.0,34.0,90
37.0,0.0,1.0,1.0,0.0,55
159.0,0.0,1.0,4.0,361.0,70
56.0,1.0,2.0,1.0,0.0,90
2.0,1.0,60.0,1.0,233.0,200
14.0,1.0,30.0,96.0,319.0,250
43.0,1.0,2.0,327.0,293.0,256
6.0,1.0,3.0,1.0,282.0,300
10.0,1.0,1.0,1.0,18.0,125
21.0,1.0,3.0,1.0,0.0,215
2.0,0.0,1.0,1.0,22.0,90
15.0,1.0,2.0,1.0,341.0,200
15.0,0.0,1.0,1.0,0.0,50
54.0,0.0,2.0,2.0,316.0,54
19.0,0.0,1.0,1.0,19.0,85
30.0,0.0,2.0,2.0,73.0,38
13.0,2.0,1.0,1.0,0.0,39
38.0,1.0,4.0,1.0,45.0,200
27.0,1.0,3.0,1.0,151.0,225
22.0,0.0,1.0,4.0,188.0,73
25.0,0.0,30.0,1.0,92.0,80
45.0,0.0,14.0,1.0,0.0,150
21.0,0.0,7.0,1.0,0.0,40
33.0,1.0,2.0,1.0,275.0,125
8.0,0.0,3.0,1.0,0.0,100
26.0,1.0,1.0,1.0,221.0,225
14.0,1.0,2.0,1.0,277.0,299
39.0,0.0,2.0,3.0,98.0,65
11.0,1.0,1.0,1.0,305.0,210
2.0,1.0,30.0,2.0,216.0,91
56.0,0.0,1.0,1.0,325.0,70
10.0,1.0,2.0,1.0,0.0,179
6.0,1.0,2.0,1.0,0.0,160
26.0,1.0,30.0,2.0,271.0,100
45.0,1.0,3.0,1.0,0.0,180
21.0,0.0,1.0,1.0,133.0,64
43.0,1.0,1.0,5.0,1.0,209
77.0,1.0,4.0,1.0,20.0,300
7.0,2.0,1.0,3.0,212.0,100
22.0,0.0,15.0,1.0,0.0,30
19.0,1.0,7.0,1.0,0.0,130
15.0,1.0,4.0,1.0,353.0,130
6.0,1.0,2.0,4.0,109.0,145
14.0,2.0,1.0,3.0,352.0,75
12.0,1.0,3.0,1.0,0.0,200
28.0,0.0,5.0,4.0,84.0,195
71.0,0.0,1.0,2.0,0.0,200
19.0,1.0,1.0,1.0,0.0,140
2.0,1.0,3.0,1.0,0.0,90
4.0,1.0,5.0,1.0,0.0,200
20.0,1.0,2.0,2.0,0.0,200
12.0,1.0,3.0,1.0,24.0,520
7.0,1.0,7.0,1.0,0.0,150
35.0,0.0,1.0,1.0,59.0,47
8.0,1.0,30.0,34.0,325.0,115
40.0,1.0,2.0,1.0,0.0,350
44.0,0.0,1.0,3.0,352.0,59
52.0,0.0,3.0,1.0,0.0,145
